"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"116341","AL ASLIAH TECH CONT LLC","Active","560763","02/25/2019 00:00:00","Muwaileh Commercial F107 BLDG 379 Sharjah 73540","AE","info@aatc-mep.com","97167451320","100227094800003"
"116342","Tech Mahindra Limited","Active","19211","09/30/2021 00:00:00","Office No-1401-1408-1409 14th Floor Shatha Tower Dubai Media City 30810","AE","satya.chaudhuri@techmahindra.com","97143911700","100317313300003"
"116343","NgageU DMCC","Active","102791","02/06/2021 00:00:00","3202 HDS Business Center Cluster M Jumeirah Lake Towers DUBAI 336936","AE","procurement@ngageu.com","97148748490","100495768200003"
"116345","Colart Publishing & advertising","Active","126403","08/15/2021 00:00:00","QusaisIndustrial area 4 QusaisIndustrial area 4 Dubai 49652","AE","colarts@emirates.net.ae","971042676412","100333677100003"
"116346","Al Shirawi Contracting LLC","Active","217254","07/18/2022 00:00:00","PO Box 282711 PO Box 282711 Al Quoz Industrial 4 282711","AE","interiors@alshirawi.ae","97143409595","100060237300003"
"116347","ZAIN AL MADINA WASTE COLLECTION L.L.C","Active","674411","08/27/2021 00:00:00","PO Box: 232952 Al wuheida Road Al Mamzar  Dubai  Dubai 232952","AE","zainallmadina@gmail.com","971555189807",""
"116348","Paladion Networks LLC","Active","674681","08/04/2022 00:00:00","Office 628 Business Village Tower B Deira Dubai UAE Office 628 Business Village Tower B Deira Dubai UAE Dubai 22605","AE","abid.ali@paladion.net","97142595526","100306620400003"
"116349","anber media and advertising llc","Active","722346","01/28/2019 00:00:00","AL QEMAH TOWER AL TAAWON STREET OFFICE 107AL TAAWUN AL QEMAH TOWER AL TAAWON STREET OFFICE 107AL TAAWUN SHARJAH 83300","AE","RIHAB.D@ANBERMEDIA.COM","971561446281","100278901200003"
"116350","Swiss  Bureau Interior Design LLC","Active","631573","11/15/2021 00:00:00","Building 6 Office 105 Bay Square Business Bay  Dubai 111581","AE","syed@sb-id.com","97142770402","100394753600003"
"116351","Al Ghani Interior Decoration L.L.C","Active","244326","11/18/2020 00:00:00","al qusais industrial area 1 al qusais industrial area 1 dubai 3502","AE","saad.saeed@yahoo.com","97142673434","100461949800003"
"116353","3DR MODEL MAKING","Active","616846","09/23/2021 00:00:00","Al Qouz Industrial 3 Warehouse No. 9  Dubai 54136","AE","sales@3drmodels.com","97143474898","100055535700003"
"116354","LIVESCALE LLC","Active","661727","11/21/2021 00:00:00","Door 14 Street 19Rocky WarehouseAl Quoz Industrial 1  DUBAI 391053","AE","info@livescale.ae","971555527118",""
"116355","vista international advertising llc","Active","234787","06/18/2021 00:00:00","ras al khor ras al khor dubai 14512","AE","fahad@vista-intl.com","97143332011","100053691000003"
"116356","DELOITTE PROFESSIONAL SERVICES (DIFC) LIMITED","Active","CL0748","10/19/2020 00:00:00","Level 5Currency House - Building 1Dubai International Financial Centre  Dubai 112865","AE","fasjvreceivable@deloitte.com","9714506 4700","100386495400003"
"116357","Centric DMCC","Active","JLT-66465","11/13/2018 00:00:00","3102 Saba 1 Tower Cluster E JLT  Dubai 346046","AE","usman.khalid@centric.ae","97144240554","100336073000003"
"116358","DIGIBYTE COMPUTERS TRADING LLC","Active","778067","03/12/2019 00:00:00","OFFICE NO.6 SOUQ AL KABEER BUILDING BUR DUBAI  DUBAI 242997","AE","ranbir@digibyteme.com","97143452434","100002525200003"
"116360","AL SUWAIDI COMPUTER CO. LLC","Active","246672","05/26/2019 00:00:00","NASHWAN BUILDING MANKHOOL ROAD BURDUBAI DAEP DUBAI 13136","AE","dpani@suwaidillc.ae","97143988842","100219805700003"
"116361","Mehta and Associates Auditing","Active","752912","02/22/2022 00:00:00","304 Saeed Suhai Saed Bin Dellaiwi H.H. Sheikh Zayed Road Dubai 52425","AE","kalpesh@mmc.co.ae","971045135315","100242300000003"
"116366","OASIS TECH CONTRACTING (L.L.C)","Active","526779","05/28/2022 00:00:00","Office M5 Al Kitbi Building Al Ittihad Road Dubai United Arab Emirates  Dubai 31937","AE","info@oasistech.org","97142985690","100027059300003"
"116367","Niche Media Advertising Agency LLC","Active","584868","08/13/2018 00:00:00","Marina Plaza 2905  Dubai 00000","AE","danehoy2@gmail.com","9710569533911","100340055100003"
"116369","First Art Engineering Consultancy","Active","556711","05/03/2022 00:00:00","Al Mozna Building Office No. 112 Al Nahda Al Mozna Building Office No. 112 Al Nahda Dubai 56954","AE","info@firstart.ae","97142617008","100327390900003"
"116370","Tigerspike LLC","Active","92070","11/25/2018 00:00:00","Executive Offices No. 44 Floor 7 Aurora Tower Dubai 393929","AE","toby.mills@tigerspike.com","97143499 882","100363952100003"
"116371","ALIENZ EVENTS MANAGEMENT","Active","808448","06/03/2020 00:00:00","AL BEDAIA BLDG. AL BARSHA 1 BEHIND MALL OF EMIRATES AL BEDAIA BLDG. AL BARSHA 1 BEHIND MALL OF EMIRATES DUBAI 283344","AE","info@alienzevents.com","97143928661","100613420700003"
"116372","iSTYLE ME","Active","566919","03/19/2022 00:00:00","#1201 Cayan Business Center Barsha Heights Al Khail First Road Dubai 251541","AE","b2b@istyle.ae","97145675600","100008298000003"
"116373","Baker & McKenzie Habib Al Mulla","Active","103278","09/29/2021 00:00:00","Level 14 O14 Tower Al Abraj Street Business Bay Dubai 2268","AE","Sharon.Tanalas@bakermckenzie.com","9714230000","100006195000003"
"116374","Creativa advertisement designing & producing EST.","Active","670310","05/09/2019 00:00:00","1311 concord tower Media city  Dubai 334541","AE","info@creativa.ae","97144313298","100342339700003"
"116375","Al Baddad Capital FZCO","Active","595743","12/31/2021 00:00:00","H.Q. Al Baddad International National Industries park Jebel Ali Dubai UAE H.Q. Al Baddad International National Industries park Jebel Ali Dubai UAE Dubai 56162","AE","tenders@albaddad.com","97148029977","100254348400003"
"116376","TECHNICAL READYMIX CONCRETE CO LLC","Active","219503","04/23/2024 00:00:00","Qusais Indl Area 2  Dubai 19877","AE","syed@tremix.net","97142673333","100342178900003"
"116378","SMART PRINTY ADVERTISING LLC","Active","650468","02/23/2022 00:00:00","INDUSTRIAL AREA 1 AL QUSAIS DOHA ROAD  DUBAI 87077","AE","safath@smartprinty.com","971042674585","100361698200003"
"116379","Candid Market Research FZC","Active","7957","05/06/2022 00:00:00","B.C. 1300147 Ajman Free Zone Ajman 8091","AE","akheela@candid-consultants.com","971562288427",""
"116380","Head Quarter Interior Decoration LLC","Active","806181","04/29/2022 00:00:00","Al Owais Building Port Saeed Deira  Dubai 232108","AE","hquarter@eim.ae","971042525528",""
"116381","CATHYS FURNISHINGS LLC","Active","795005","11/20/2018 00:00:00","Office 2304 B2B Tower Business Bay  Dubai 128708","AE","george@cathysfurnishings.com","971558836320","100263392100003"
"116384","Microhit Technologies LLC","Active","528765","08/26/2022 00:00:00","Suite# 401 Dubai Insurance Building Al Rigga Street Deira Dubai Dubai 32596","AE","microhit@eim.ae","97142979961","100045209200003"
"116385","TXM Labour Supply LLC","Active","765198","08/24/2019 00:00:00","Office 304Al Nakheel Building Karama Dubai 2989","AE","info@txm.ae","971043353532","100042885200003"
"116386","ALEC Engineering and Contracting LLC","Active","518793","05/27/2022 00:00:00","3061 Marina PlazaDubai Marina  Dubai 27639","AE","authorities@alec.ae","971044290599","100026349900003"
"116387","Trust well movers loading and unloading services LLC","Active","779594","04/01/2022 00:00:00","Abdulla building9Al muraarplot no:204 Abdulla building9Al muraarplot no:204 Deira 384419","AE","info@trustmoversuae.com","971501030925","100226505400003"
"116388","Casamiauffia","Active","776684","02/21/2019 00:00:00","Daimond Business CenterBuilding AOffice 312A  Al Furjan 115235","AE","office@casamiauffia.ae","97145668905","100364714400003"
"116389","Ardent Advisory & Accounting LLC","Active","CN-1389290","07/29/2019 00:00:00","Dar Al Salam Building 4th Floor Corniche Road PO Box 42500 Abu Dhabi  Abu Dhabi 42500","AE","tenders@ardentadvisory.com","97126226700","100370109900003"
"116390","Dawson Consulting Architects and Engineers","Active","729278","03/11/2022 00:00:00","Office 2113 Building 2 Gold & Diamond Park Al Quoz 3 Dubai 393570","AE","info@dawson-architects.com","97143973830","100000332500003"
"116391","Bespoke Gifts Trading LLc","Active","779806","04/03/2021 00:00:00","#42 office 29th Floor Prime Tower Business Bay  Dubai 29600","AE","joyce@bespoke-idea.com","97145236283","100360502700003"
"116392","LEVEL POINT TECHNICAL SERVICES L.L.C","Active","784452","06/11/2019 00:00:00","Lake Central Tower Business Bay  Dubai 212382","AE","ksenia@levelpointdubai.com","97142408807","100014823700003"
"116394","BIG SHOW TECHNICAL SERVICES LLC","Active","1104678","11/10/2018 00:00:00","Port Saeed Rd  Deira 241442","AE","sales@bigshowexpo.com","97142299229","100292230800003"
"116395","EWH Ltd.","Active","337868","07/16/2020 00:00:00","Montazah Tower Khalidiyah Street  Abu Dhabi 34090","AE","info@ewh.ae","97126426663","100348228600003"
"116396","Prodea Group","Active","720879","11/15/2019 00:00:00","1503 Burlington Tower Business Bay Dubai 120022","AE","luca.sani@prodeagroup.com","971045515485","100374136800003"
"116397","GOODWILL INFOTECH LLC","Active","574290","11/11/2021 00:00:00","Belhoul Gr Bldg. Entrance 2 Office C2-G01 Al Garhoud Dubai UAE  Dubai 113869","AE","shahul.h@goodwillinfotech.com","97143707720","100339436600003"
"116398","KNOWLEDGE HUB TRADING L.L.C","Active","545384","05/24/2022 00:00:00","Office 212/214 - MSM 2 Building Al SAfa 1 Sheikh Zayed Road Dubai UAE  Dubai 234711","AE","admin@knowledge-hub.com","97143856650","100044988200003"
"116400","Kingspan","Active","550312","10/25/2020 00:00:00","Kingspan Insulation Dubai Investment Park 2 Dubai 113926","AE","shadi.salaheddine@kingspan.com","971048891000","100001666500003"
"116401","Apleona HSG Facility Management UAE LC","Active","674738","08/05/2019 00:00:00","Office 3501 Aspect Tower Business bay Dubai  Dubai 8925","AE","mahdi.rammal@apleona.com","971557666765","100001701000003"
"116402","ALROWAD IT SOLUTIONS LLC","Active","1011239","03/21/2019 00:00:00","Tower 2 8th Floor Mayzad Mall  Mohammed Bin Zayed City 114113","AE","ferveez.mohideen@alrowads.com","97124085555","100523178000003"
"116403","Albait Alaalamy Alum.&Glass Cont L.L.C","Active","560179","02/09/2019 00:00:00","emirate land. city al-sajjah  sharjah 48318","AE","info@alaalamy.com","971561061060",""
"116404","AL TAMAUZ AL FARID INTERIOR DECORATION WORKS L.L.C","Active","554271","03/02/2022 00:00:00","Ras Al khore Industrial Area 2  Dubai 18811","AE","toyamamotors@gmail.com","971544446058","100387952300003"
"116406","Leap Event Management","Active","704616","02/26/2019 00:00:00","Dubai - DeiraBusiness Village Block B  Dubai 6963","AE","info@leapevents.ae","97142280856",""
"116407","International Quality & Productivity Centre","Active","18355","09/12/2020 00:00:00","08th Floor 801-809 DSC Tower Building Dubai Studio City PO Box 502397-  Dubai 502397","AE","Sreekumar.NT@iqpc.com","97143602819","100028863700003"
"116408","MOCHI DESSERTS AND CATERING SERVICE LLC","Active","762987","07/25/2019 00:00:00","CITY WALK AL SAFA STREET  DUBAI 29994","AE","info@moishi.com","9710045663277","100373281300003"
"116409","The Hostess Agency Ltd (Dubai Branch)","Active","735628","06/02/2022 00:00:00","Office 16-C8 I-Rise Tower Barsha Heights Dubai  Dubai 116516","AE","yoann@thehostessagency.ae","971045668177","100004473300003"
"116410","OPTIX ME","Active","16052","06/19/2019 00:00:00","Aurora tower 1604  Dubai 502612","AE","andreea.gurbina@optixdubai.ae","971506851442","100063472300003"
"116411","AL NEBRAS A/C SYSTEMS LLC","Active","535661","07/06/2019 00:00:00","Al Quoz Industrial Area-2  Dubai 64007","AE","info@alnebrasgroup.com","971042212675","100012367700003"
"116413","Dubai Future Foundation","Active","GDRFA 2/2/717","01/24/2024 00:00:00","Emirates Towers Dubai UAE  Dubai 555509","AE","karen.alsabbagh@dubaifuture.gov.ae","97145166520","100607626700003"
"116414","AL RAIS TRAVEL AND SHIPPING AGENCIES","Active","216355","02/11/2022 00:00:00","ART TOWER 7TH FLOOR BUR DUBAI MEENA ROAD ART TOWER 7TH FLOOR BUR DUBAI MEENA ROAD DUBAI 24713","AE","haykel@arthq.ae","971561886629","100215050400003"
"116415","SPAN TRADING LLC","Active","222750","05/01/2022 00:00:00","AL NABOODAH COMPLEXSHOWROOM 4NAD EL HAMARAL RAMOOL DUBAI  DUBAI 55397","AE","dubai@span-group.com","971042895111","100299736700003"
"116416","Breeze International Bldg. Cont. L.L.C","Active","736880","06/17/2019 00:00:00","Arjan  Dubai 238535","AE","breezedc@ymail.com","971506262593","100573158100003"
"116417","ROYAL ELECTRICAL TRADING CO LLC","Active","533999","05/07/2021 00:00:00","deirayousuf baqer road  DUBAI 18790","AE","royalco@eim.ae","971042278220","100450974900003"
"116418","DHAN INTERIOR DESIGN LLC","Active","712753","06/22/2022 00:00:00","Dhan Interior LLC Al Qusais Ind -5  Dubai. Industrial-5 Al Qusais Al Qusais 231191","AE","syruszamora@darwisghgroup.com","97142640470","100290659000003"
"116419","SIBCA ELECTRONIC EQUIPMENT COMPANY LIMITED - SOLE PROPRIETORSHIP L.L.C","Active","CN-1033237","02/19/2022 00:00:00","SIBCA HQ Quba St behind Etisalat T A Building  Abu Dhabi 46944","AE","ziad.sultan@sibca.com","971024978600","100256430800003"
"116420","AREA IX DMCC","Active","DMCC-405556","03/05/2019 00:00:00","1381 DMCC Business Centre Level No 1Jewellery and Gemplex 3  Dubai 48800","AE","alaa@areaix.com","971585001986",""
"116422","PRINTOS DESIGS&ARTWORK SERVICES","Active","812478","08/07/2019 00:00:00","WH103 Jebel Ali Ind Area First Al Khail Road  Dubai 19361","AE","info@printos.ae","97142941941",""
"116423","INC INTERIORS LLC","Active","688055","05/01/2022 00:00:00","Office 2101 Marina Plaza Dubai Marina Dubai - UAE  Dubai 211375","AE","tsuzara@inc-group.ae","97143929975","100324277100003"
"116424","Meraki DMCC","Active","DMCC-476318","06/02/2019 00:00:00","3205 Jumeirah Bay X3 Jumeirah Lake Towers  DUBAI 338308","AE","sorelle@merakiproduction.com","971505590558","100434585400003"
"116426","AL REYADA EXCELENCE INTERNATIONAL","Active","200478","03/09/2022 00:00:00","106 SAEED TOWER 2  DUBAI 5621","AE","info@alreyadagroup.com","97142686446",""
"116428","GreenHawk Building Materials Trading LLC","Active","811537","07/24/2022 00:00:00","Office 1309 Opal Tower Business Bay 1309 Opal Tower Dubai 417895","AE","nikunj@greenhawk.ae","97145844649","100437298100003"
"116432","Bloom Training & Consulting Institute","Active","Cn-1162092","03/11/2021 00:00:00","Abu Dhabi Al khalidya Zaied 1st BOK Bank Tower Flat 1602  Abu Dhabi 41647","AE","info@bloomuae.com","97126678586","100002115200003"
"116435","Oxford Said Business School Ltd","Active","02904348","10/07/2038 00:00:00","Egrove Park Kennington Road Oxford OX15NY","GB","bidmanagement@sbs.ox.ac.uk","441865422580",""
"116437","Decor N More LLC","Active","701721","01/12/2022 00:00:00","Office 2112 SMART Heights  Dubai 502524","AE","ahed@dnmuae.com","97144275078","&#8203;10028254850000"
"116438","Eurotek Services L.L.C","Active","576051","12/18/2021 00:00:00","Al Adeem Building Office # 207Al Quoz Industrial Area 2  Dubai 62580","AE","info@eurotekuae.com","971043233135043233135","100317884300003"
"116442","ART Architectural Consultants","Active","124202","04/18/2020 00:00:00","UAE. Dubai- Al Garhoud Atrium Building Office No. 102  Dubai 4360","AE","artcon@artcon.ae","971042372900","100256543800003"
"116443","Urban Tribe Events","Active","684523","03/02/2019 00:00:00","Warehouse 2 Street 17 Al Quoz Ind 4 Dubai - UAE  Dubai 73102","AE","accounts@dubaidrums.com","97143474790","100058705300003"
"116444","fishfayce FZE","Active","597/2010","10/25/2021 00:00:00","#3201 Fortune Tower JLT Cluster C Dubbai 0000","AE","dale@fishfayce.com","971558628404","100373878600003"
"116446","Pro Team Events LLC","Active","771054","11/23/2018 00:00:00","Warehouse # 7 Al Quoz Industrial Area 4  Dubai 390651","AE","info@proteamexperience.com","97143412777","100232084200003"
"116447","Oman Insurance Company (P S C)","Active","203970","04/09/2019 00:00:00","Sheikh Hamdan Bin Rashid Al Maktoum Building Building No.24 Maktoum Road Deira Dubai.  Dubai 00971","AE","Shaima.abdulhadi@tameen.ae","97142304835","100258594900003"
"116448","FAST EXPRESS BUILDINGS MAINTENANCE","Active","94145","12/17/2018 00:00:00","P.O.BOX: 5751 AJMAN  AJMAN 5751","AE","inder5477@gmail.com","971509326178",""
"116449","OFFSET CONSTRUCTION L.L.C.","Active","682570","01/27/2019 00:00:00","Business Bay Burj Khalifa District  P.O. Box 127992 Dubai UAE  DUBAI 127992","AE","info@offset-construction.com","971044375503","100036304200003"
"116450","Computer & Power Technology- LLC","Active","CN-1034581","03/05/2022 00:00:00","Addax Tower Hydra Avenue Al Reem Island  Abu Dhabi 44430","AE","m.malkawi@cptauh.ae","971506194561","100363066000003"
"116451","Gecko Middle East Technical Services LLC","Active","812461","08/07/2019 00:00:00","Balade Farm DIP 2  Dubai 91812","AE","mateen@gecko-me.com","97148850350","100321167700003"
"116452","Al Wathba National Insurance Company","Active","CN-1001776","07/15/2022 00:00:00","Al Wathba National Insurance Company Bldg. Najda St.  Abu Dhabi 45154","AE","technical_dep@awnic.com","971024185300","100061180400003"
"116453","EFQM","Active","0871740087","10/02/2028 00:00:00","avenue des Olympiades 2  Brussels 1140","BE","israa.mobideen@efqm.org","3227753511",""
"116454","Shat Al Arab Building Maintenance LLC","Active","516012","01/04/2019 00:00:00","ROOM 201 MAKATEB BUILDING PORT SAAED ROAD  DEIRA 34562","AE","info@shatalarabonline.com","97142717790","100302053200003"
"116458","Seven line contracting LLC","Active","585127","08/22/2019 00:00:00","Al Quoz ind. 4 - Marabia Street - warehouse no. 1  DUBAI 113627","AE","pm@sevenline.ae","97143415577","100372447100003"
"116461","Johnson Controls Air Conditioning and Refrigeration","Active","206276","04/08/2022 00:00:00","API World Tower 13th Floor  Dubai 31065","AE","rosalie.deguzman@jci.com","97143099999","100020418800003"
"116462","Leadright Auto Accessories LLC","Active","639354","05/11/2019 00:00:00","Al Quz 1  Dubai 36457","AE","info.dxb@leadright.ae","97143306231","100266235900003"
"116463","Partner Movers","Active","669564","04/25/2020 00:00:00","Jebel Ali Industrial Area-1 Ware House NO 128 Sheikh Saeed Maktoum Compound Near Land Mark group Dubai 22108","AE","joseph@partnermovers.ae","97148842552","100240163400003"
"116464","Al Ghandi Auto","Active","556341","04/23/2019 00:00:00","AL GHANDI AUTO RAS AL KHOR NEAR BELHASA DRIVING CENTERNAD AL HAMMAR. DUBAI AL GHANDI COMMERCIAL COMPLEX NAD ALHAMAR ROAD RAS AL KHOR DUBAI DubaiUnited Arab Emirates 1034 +971042570000 DUBAI 34034","AE","FIRAS.ZAHER@ALGHANDI.COM","97142310111","100243180500003"
"116466","All 4 One Planners","Active","10562","04/07/2019 00:00:00","Dubai  Dubai 31494","AE","marketing@all4oneplanners.com","971501560546","100615028600003"
"116470","LABORATORY SOLUTIONS FZC","Active","15664","10/02/2021 00:00:00","T5-015 016 Sharjah Airport International Freezone  Sharjah 122461","AE","nazeer@labsol-hnh.com","97165564121","100021744600003"
"116471","National Health Insurance Company - Daman","Active","215659","04/29/2019 00:00:00","Capricorn Tower - Office 603  Dubai 309101","AE","firas.tarzi@damanhealth.ae","971043117971","100000692200003"
"116472","Imtiaz Middle East","Active","4290","12/22/2021 00:00:00","Level 14 Boulevard Plaza 1 Downtown Dubai C/O Imtiaz Middle East  Dubai 334036","AE","dana.shaddad@imtiaz-me.com","971554725806","100361053000003"
"116474","NFINITY8 LLC","Active","785458","07/02/2022 00:00:00","kuwait st  dubai 3222","AE","info@nfinity8.com","97142660888","100552073700003"
"116476","Technoland International LLC","Active","656897","08/23/2019 00:00:00","khalid bin al waleed street admiral plaza hotel shop NO 9 Bur dubai bur dubai 113102","AE","accounts@tldubai.com","97143862722","100328283500003"
"116477","Curveball Events Management","Active","703930","02/15/2019 00:00:00","606 Damac XL Towers Al Abraj Street. Business Bay Dubai.  Dubai 123719","AE","denver@curveballevents.com","971045588289","100341243200003"
"116478","3S LIGHTING SOLUTIONS L.L.C","Active","785542","07/03/2022 00:00:00","ABDUL MUHSEN WAREHOUSE WH-2369-AL QUOZ IND-4 26TH ST DUBAI UAE 3S LIGHTING SOLUTIONS LLC-SHJ.BR Dubai 91988","AE","elza.thomas@3slight.com","971043254449","100375529300003"
"116480","FAME Worx","Active","597097","06/23/2019 00:00:00","Warsan building office 703 Barsha heights  dubai 86534","AE","kenny@fameworx.com","97144504230","100339967000003"
"116485","Marathon Sealing FZE","Active","6325","05/25/2021 00:00:00","Ajman Free Zone SM Office B1 - 419H  Ajman 40489","AE","info@marathonsealing.com","971502780016","100392558100003"
"116486","BE4 DESIGN FZ LLC","Active","94610","10/07/2021 00:00:00","Dubai Design District Building 5 Office 301B  Dubai 49876","AE","beatrice@be4design.ae","97144215580","100604217800003"
"116488","Delta Advertising","Active","62294","01/14/2019 00:00:00","Sharjah  sharjah 62294","AE","mahmoud.saad@delta-adv.com","971566618646","100282090800003"
"116489","Center for Innovative Governance Research","Active","82-3264419","11/30/2028 00:00:00","636 Newton Pl NWApt 206  Washington DC 20010","US","mark@innovativegovernance.org","13016758269",""
"116491","Home Bakery LLC","Active","696980","10/21/2019 00:00:00","Ras Al Khor Industrial 1  Dubai 334091","AE","accounts@homebakery.in","97143444462","100236879100003"
"116493","MARACAFE","Active","MARA CAFE","08/04/2019 00:00:00","Muwaileh Commercial  sharjah 383","AE","maracafe.ae@gmail.com","971065504184","100259377800003"
"116494","Accenture Middle East","Active","500938","08/27/2020 00:00:00","Accenture Middle East BV - Dubai Branch Arenco Tower Offices 1602 1604 1606 1607 and 1608 16th Floor  Dubai 33283","AE","nitin.reddy@accenture.com","97143762700","100386173700003"
"116496","la Marquise","Active","506103","06/12/2019 00:00:00","1st Interchange Sheikh Zayed Rd  Dubai 74476","AE","catering@lamarquise.ae","97143433328","100204472300003"
"116497","Multiline Interiors","Active","518098","04/23/2022 00:00:00","Warehouse No. 16 14-a St. Community 369 Al Quoz Industrial Area 4  Dubai 26581","AE","ryan@multiline-interiors.com","97143404287","100332363900003"
"116499","AL SHAIBANI SPECIALITY MATERIALS","Active","518504","05/12/2021 00:00:00","Salah Al Deen RoadDeira  Dubai 94400","AE","info@alshaibaniuae.com","97142653737","100394205700003"
"116500","Creation House Exhibition Stand Fitting & Execution L.L.C","Active","712806","06/23/2021 00:00:00","Dubai Investment Park 2  Dubai 282071","AE","msaleh@creation-house.com","97143142001","100254457300003"
"116501","IGNITE TECHNOLOGIES","Active","700022","12/15/2021 00:00:00","Bay Square/Bldg 13/office 601/Business Bay Bay Square/Bldg 13/office 601/Business Bay Dubai 235920","AE","mohd.alghefari@ignitechs.com","97142671102","100350102800003"
"116502","Around Continents Waste Collection( Green Arabia)","Active","712019","06/11/2019 00:00:00","Al Quoz 1 Inside Union Paper Mill yard N/A 41","AE","Alice@mahykhoory.com","971501853413","100281820900003"
"116503","KINGSMEN MIDDLE EAST LLC","Active","536276","07/26/2021 00:00:00","Al Quoz Industrial Area1 Whs 2 near Nico Int.  Dubai 37741","AE","info@kingsmen-me.com","97143389340","100324606100003"
"116504","NEW HORIZONS TRAINING","Active","506608","07/11/2019 00:00:00","OFC 201 BUSINESS CTR. BLDG KHALID BIN WALID RD. OPPORSITE BURJUMAN MALL BUR DUBAI  DUBAI 37022","AE","romeo.valdez@newhorizons.ae","97143962222","100259750600003"
"116507","happy bubble promotional gifts llc","Active","813709","09/02/2021 00:00:00","Warehouse 19B Al Quoz 1  dubai 0000","AE","hello@happybubbleballoons.com","971556016300","100617296700003"
"116513","Etisalat Facilities Management LLC","Active","612045","07/02/2021 00:00:00","Etisalat Academy Muhaisnah 2  Dubai 1150","AE","contactus@etisalatfm.com","971042073300","100215656800003"
"116514","The Yoghurt Lab","Active","758013","05/03/2019 00:00:00","P.O Box 2021  Dubai 00000","AE","operations@yoghurtlab.com","971527143267","100515167300003"
"116515","Comtrack Solution LLC","Active","664258","01/17/2022 00:00:00","office no 505  saheel 2  Al Nahdah 1 97387","AE","info@comtracksolution.com","971552256365","100378385700003"
"116516","Motif Interior Decoration LLC","Active","593252","03/27/2022 00:00:00","Office Suite 3705 Mazaya Business Avenue AA1 JLT  Dubai 478343","AE","info@motifuae.com","97143850667","100055666000003"
"116517","Emaar Properties PJSC","Active","500353","07/28/2021 00:00:00","Emaar Square 3 Level 2 Downtown Dubai  Dubai 9440","AE","jrapadas@emaar.ae","97143673333","100011079900003"
"116519","EMergy LLC","Active","682840A","01/30/2022 00:00:00","Floor 14 The Metropolis Tower Burj Khalifa Street Burj Khalifa Community  Dubai 181845","AE","business.development@emergymep.com","97144396696","100377742000003"
"116520","AL BAHR AL AMEEQ TECHNICAL SERVICES LLC","Active","772103","12/12/2018 00:00:00","Office 104  Dubai 48613","AE","batsdxb@gmail.com","97142884996","100563023900003"
"116521","Emirates Focus Design llc","Active","567568","04/08/2022 00:00:00","Office No 114 Sheikha Mahra Ahmed Al Ghurair Building  AL Qusais-2  Dubai 95029","AE","ajith@efdesigndubai.com","97142593975","100282571700003"
"116522","MILLENNIUM PLAZA DUBAI","Active","650510","02/23/2019 00:00:00","Sheikh Zayed  Dubai 191055","AE","sheryll.rosal@millenniumhotels.com","97143877777",""
"116524","BIN TOUQ FACILITY MANAGEMENT LLC","Active","789320","08/26/2021 00:00:00","Unit 232/239 Al Shafar Investment Building Dubai 33004","AE","sales@bintouqfm.com","97143388960","100519895500003"
"116525","Special Occasions Party Planning and Events","Active","435/2010","08/24/2020 00:00:00","OFFICE 430 BUILDING BAL SAHAA OFFICES SOUQ AL BAHAR OLD DOWNTOWN BURJ KHALIFA DISTRICT  Dubai 487156","AE","sophie@specialoccasions.ae","971503435203","100201079900003"
"116526","Al-Madinah Marketing Consultants","Active","709039","01/28/2019 00:00:00","OFFICE NO 1 MUSABEH HAMD BUILDINGNO 3684 NEW INDUSTRIAL AREA MALEEHA  Sharjah 84","AE","sumaira@halalcouncil.org","97165454541","100237973100003"
"116527","ALPHABETICS ADVERTISING LLC","Active","237521","01/07/2022 00:00:00","SALEH OMER BIN HAIDERW/H17/27 AL KABESSI  DEIRA 12966","AE","junaid@alphabeticsadv.com","97142663651","100331790400003"
"116528","Delta Gulf General Transport","Active","CN-1044326","03/05/2022 00:00:00","Plot 59NR29 ICAD-III Musaffah  Abu Dhabi 133378","AE","info@deltagulf.ae","97125512717","100212124000003"
"116529","Al Reyami Technologies L.L.C.","Active","602907","11/11/2021 00:00:00","3rd Floor Al Reyami Interiors Behind KARAMA GPO Umm Hurair Street Karama  Dubai 123314","AE","reyamitech@reyami.com","97143343290","100314712900003"
"116530","T B P","Active","4995/2014","05/19/2019 00:00:00","17  the iridium bld Umm Suqeim rd Al Barsha  Dubai 391186","AE","info@tonybelotphotography.com","971043873400","100325112900003"
"116531","CREATIVA ADVERTISEMENT DESIGNING & PRODUCING EST","Active","670310","05/09/2019 00:00:00","SUITE 1310 CONCORD TOWER  Dubai 334541","AE","LORRAINE@CREATIVA.AE","971547695999","100342339700003"
"116532","ALBA-TEC CONSTRUCTION AND DEVELOPMENT LLC","Active","751174","01/27/2019 00:00:00","412 CEO BUILDING DIP 1 DUBAI-UAE  DUBAI 18943","AE","constdxb@alb-tec.com","97142233154","100299227700003"
"116533","Kakaw Manufacturing Co LLC","Active","752333","02/14/2022 00:00:00","Warehouse A2 Al Ghurair Warehouse Complex 4th Street Al Quoz 3  Dubai 2464","AE","nick@mirzam.com","97143335888","100619273400003"
"116534","Medco Contracting","Active","561087","09/03/2021 00:00:00","M13-14 Al Andulus BuildingAbu Hail Road Deira Dubai  Dubai 10839","AE","cm@getkp.com","97142699113","100359494000003"
